GEOID,NAME,total_households,renter_households,pct_renter
29183,"St. Charles County, Missouri",161979,30125,0.18598089875848103
29185,"St. Clair County, Missouri",5309,932,0.17555095121491807
29186,"Ste. Genevieve County, Missouri",8319,1331,0.15999519172977522
29187,"St. Francois County, Missouri",28780,7398,0.25705350938151494
29189,"St. Louis County, Missouri",444860,130240,0.29276626354358676
29195,"Saline County, Missouri",9872,2153,0.21809157212317667
29197,"Schuyler County, Missouri",1900,327,0.17210526315789473
29199,"Scotland County, Missouri",2219,303,0.13654799459215863
29201,"Scott County, Missouri",16803,4761,0.2833422603106588
29203,"Shannon County, Missouri",3542,503,0.14201016374929418
29205,"Shelby County, Missouri",2966,620,0.20903573836817263
29207,"Stoddard County, Missouri",13416,3299,0.24590041741204532
29209,"Stone County, Missouri",20102,1933,0.09615958611083475
29211,"Sullivan County, Missouri",3057,513,0.1678115799803729
29213,"Taney County, Missouri",29643,7194,0.24268798704584557
29215,"Texas County, Missouri",11042,2214,0.2005071545009962
29217,"Vernon County, Missouri",8965,2250,0.2509760178471835
29219,"Warren County, Missouri",15530,2565,0.165164198325821
29221,"Washington County, Missouri",10740,1935,0.18016759776536312
29223,"Wayne County, Missouri",6215,1153,0.18551890587288816
29225,"Webster County, Missouri",15290,3205,0.20961412688031392
29227,"Worth County, Missouri",1120,155,0.13839285714285715
29229,"Wright County, Missouri",8374,1541,0.18402197277286841
29510,"St. Louis city, Missouri",173792,78886,0.45391042165347084
30001,"Beaverhead County, Montana",4964,1379,0.27780016116035455
30003,"Big Horn County, Montana",4531,1210,0.267049216508497
30005,"Blaine County, Montana",2825,845,0.2991150442477876
30007,"Broadwater County, Montana",3137,487,0.15524386356391456
30009,"Carbon County, Montana",6399,1218,0.19034224097515237
30011,"Carter County, Montana",784,218,0.2780612244897959
30013,"Cascade County, Montana",39022,11060,0.28342986007892984
30015,"Chouteau County, Montana",2847,689,0.2420091324200913
30017,"Custer County, Montana",5770,1634,0.28318890814558056
30019,"Daniels County, Montana",1129,138,0.12223206377325066
30021,"Dawson County, Montana",4381,1048,0.23921479114357452
30023,"Deer Lodge County, Montana",5485,1478,0.26946216955332725
30025,"Fallon County, Montana",1457,325,0.2230610844200412
30027,"Fergus County, Montana",6009,1694,0.2819104676318855
30029,"Flathead County, Montana",50252,10826,0.2154342115736687
30031,"Gallatin County, Montana",53605,18502,0.34515436992817833
30033,"Garfield County, Montana",752,126,0.1675531914893617
30035,"Glacier County, Montana",5342,1520,0.2845376263571696
30037,"Golden Valley County, Montana",472,51,0.10805084745762712
30039,"Granite County, Montana",2615,315,0.12045889101338432
30041,"Hill County, Montana",7236,2120,0.29297954671089
30043,"Jefferson County, Montana",5359,791,0.1476021645829446
30045,"Judith Basin County, Montana",1291,208,0.1611154144074361
30047,"Lake County, Montana",16436,3381,0.20570698466780238
30049,"Lewis and Clark County, Montana",33589,8927,0.26577153234689926
30051,"Liberty County, Montana",877,268,0.3055872291904219
30053,"Lincoln County, Montana",10993,2151,0.19566997180023651
30055,"McCone County, Montana",1093,85,0.0777676120768527
30057,"Madison County, Montana",6424,797,0.12406600249066002
30059,"Meagher County, Montana",1421,122,0.08585503166783955
30061,"Mineral County, Montana",2565,410,0.15984405458089668
30063,"Missoula County, Montana",55084,20774,0.3771331058020478
30065,"Musselshell County, Montana",2677,410,0.15315651849084796
30067,"Park County, Montana",9564,2397,0.2506273525721455
30069,"Petroleum County, Montana",292,56,0.1917808219178082
30071,"Phillips County, Montana",2239,349,0.1558731576596695
30073,"Pondera County, Montana",2751,717,0.2606324972737186
30075,"Powder River County, Montana",1015,158,0.15566502463054188
30077,"Powell County, Montana",2930,692,0.23617747440273038
30079,"Prairie County, Montana",650,121,0.18615384615384614
30081,"Ravalli County, Montana",21007,4256,0.20259913362212595
30083,"Richland County, Montana",5559,1397,0.2513041914013312
30085,"Roosevelt County, Montana",4076,1048,0.25711481844946027
30087,"Rosebud County, Montana",3807,1085,0.2850013133701077
30089,"Sanders County, Montana",6813,1192,0.17495963599001907
30091,"Sheridan County, Montana",2051,327,0.15943442223305704
30093,"Silver Bow County, Montana",17303,4502,0.2601860948968387
30095,"Stillwater County, Montana",4657,619,0.13291818767446853
30097,"Sweet Grass County, Montana",1870,343,0.18342245989304812
30099,"Teton County, Montana",2938,591,0.2011572498298162
30101,"Toole County, Montana",2329,630,0.270502361528553
30103,"Treasure County, Montana",456,106,0.2324561403508772
30105,"Valley County, Montana",4274,688,0.1609733270940571
30107,"Wheatland County, Montana",1175,198,0.16851063829787233
30109,"Wibaux County, Montana",599,119,0.1986644407345576
30111,"Yellowstone County, Montana",72252,20687,0.28631733377622764
31001,"Adams County, Nebraska",13804,4026,0.2916545928716314
31003,"Antelope County, Nebraska",3142,645,0.20528325907065564
31005,"Arthur County, Nebraska",234,46,0.19658119658119658
31007,"Banner County, Nebraska",359,76,0.2116991643454039
31009,"Blaine County, Nebraska",294,45,0.15306122448979592
31011,"Boone County, Nebraska",2559,433,0.16920672137553733
31013,"Box Butte County, Nebraska",5226,1233,0.2359357060849598
31015,"Boyd County, Nebraska",1210,138,0.1140495867768595
31017,"Brown County, Nebraska",1656,302,0.1823671497584541
31019,"Buffalo County, Nebraska",21019,6589,0.31347828155478374
31021,"Burt County, Nebraska",3340,642,0.19221556886227545
31023,"Butler County, Nebraska",4032,665,0.16493055555555555
31025,"Cass County, Nebraska",11693,1782,0.1523988711194732
31027,"Cedar County, Nebraska",3915,684,0.17471264367816092
31029,"Chase County, Nebraska",1876,384,0.2046908315565032
31031,"Cherry County, Nebraska",2998,897,0.2991994663108739
31033,"Cheyenne County, Nebraska",4892,1511,0.3088716271463614
31035,"Clay County, Nebraska",2834,485,0.171136203246295
31037,"Colfax County, Nebraska",3996,785,0.19644644644644646
31039,"Cuming County, Nebraska",4133,1075,0.2601016210984757
31041,"Custer County, Nebraska",5341,1383,0.2589402733570492
31043,"Dakota County, Nebraska",7767,2511,0.32329084588644263
31045,"Dawes County, Nebraska",4024,1282,0.31858846918489064
31047,"Dawson County, Nebraska",9856,2902,0.29443993506493504
31049,"Deuel County, Nebraska",1058,146,0.13799621928166353
31051,"Dixon County, Nebraska",2518,550,0.21842732327243844
31053,"Dodge County, Nebraska",16348,5011,0.30652067531196475
31055,"Douglas County, Nebraska",245839,88330,0.3593001924023446
31057,"Dundy County, Nebraska",999,174,0.17417417417417416
31059,"Fillmore County, Nebraska",2742,462,0.16849015317286653
31061,"Franklin County, Nebraska",1546,208,0.13454075032341525
31063,"Frontier County, Nebraska",1367,337,0.246525237746891
31065,"Furnas County, Nebraska",2531,439,0.17344922955353614
31067,"Gage County, Nebraska",10364,2685,0.259069857197993
31069,"Garden County, Nebraska",1139,169,0.14837576821773485
31071,"Garfield County, Nebraska",1006,175,0.17395626242544732
31073,"Gosper County, Nebraska",1193,130,0.10896898575020955
31075,"Grant County, Nebraska",396,85,0.21464646464646464
31077,"Greeley County, Nebraska",1198,159,0.1327212020033389
31079,"Hall County, Nebraska",25256,9078,0.3594393411466582
31081,"Hamilton County, Nebraska",4105,680,0.1656516443361754
31083,"Harlan County, Nebraska",1923,208,0.10816432657306292
31085,"Hayes County, Nebraska",484,108,0.2231404958677686
31087,"Hitchcock County, Nebraska",1580,253,0.160126582278481
31089,"Holt County, Nebraska",4903,1113,0.22700387517846216
31091,"Hooker County, Nebraska",414,161,0.3888888888888889
31093,"Howard County, Nebraska",2893,619,0.21396474248185274
31095,"Jefferson County, Nebraska",3683,934,0.2535976106434972
31097,"Johnson County, Nebraska",2088,488,0.23371647509578544
31099,"Kearney County, Nebraska",2970,617,0.20774410774410773
31101,"Keith County, Nebraska",5370,984,0.18324022346368715
31103,"Keya Paha County, Nebraska",493,68,0.13793103448275862
31105,"Kimball County, Nebraska",1807,416,0.2302158273381295
31107,"Knox County, Nebraska",4532,787,0.1736540158870256
31109,"Lancaster County, Nebraska",136167,52844,0.38808228131632483
31111,"Lincoln County, Nebraska",16573,4782,0.28854160381343147
31113,"Logan County, Nebraska",371,49,0.1320754716981132
31115,"Loup County, Nebraska",434,87,0.20046082949308755
31117,"McPherson County, Nebraska",240,45,0.1875
31119,"Madison County, Nebraska",15213,4674,0.30723723131532243
31121,"Merrick County, Nebraska",3567,674,0.1889543033361368
31123,"Morrill County, Nebraska",2281,354,0.1551950898728628
31125,"Nance County, Nebraska",1622,226,0.13933415536374846
31127,"Nemaha County, Nebraska",3312,864,0.2608695652173913
31129,"Nuckolls County, Nebraska",2228,322,0.144524236983842
31131,"Otoe County, Nebraska",6971,1489,0.21359919667192656
31133,"Pawnee County, Nebraska",1418,187,0.1318758815232722
31135,"Perkins County, Nebraska",1368,256,0.1871345029239766
31137,"Phelps County, Nebraska",4163,1139,0.27360076867643524
31139,"Pierce County, Nebraska",3141,631,0.2008914358484559
31141,"Platte County, Nebraska",14085,3355,0.2381966631167909
31143,"Polk County, Nebraska",2537,381,0.15017737485218763
31145,"Red Willow County, Nebraska",5175,1240,0.2396135265700483
31147,"Richardson County, Nebraska",4099,947,0.23103195901439375
31149,"Rock County, Nebraska",829,131,0.158021712907117
31151,"Saline County, Nebraska",5734,1348,0.23508894314614578
31153,"Sarpy County, Nebraska",73715,21407,0.29040222478464356
31155,"Saunders County, Nebraska",10032,1707,0.1701555023923445
31157,"Scotts Bluff County, Nebraska",16486,4861,0.29485624165958996
31159,"Seward County, Nebraska",7099,1791,0.2522890547964502
31161,"Sheridan County, Nebraska",2724,639,0.23458149779735682
31163,"Sherman County, Nebraska",1800,325,0.18055555555555555
31165,"Sioux County, Nebraska",691,169,0.24457308248914617
31167,"Stanton County, Nebraska",2478,463,0.18684422921711058
31169,"Thayer County, Nebraska",2520,464,0.18412698412698414
31171,"Thomas County, Nebraska",370,99,0.26756756756756755
31173,"Thurston County, Nebraska",2294,779,0.33958151700087186
31175,"Valley County, Nebraska",2112,395,0.18702651515151514
31177,"Washington County, Nebraska",8608,1568,0.18215613382899629
31179,"Wayne County, Nebraska",3956,1167,0.294994944388271
31181,"Webster County, Nebraska",1783,270,0.1514301738642737
31183,"Wheeler County, Nebraska",574,79,0.13763066202090593
31185,"York County, Nebraska",6308,1425,0.22590361445783133
32001,"Churchill County, Nevada",10829,3176,0.29328654538738574
32003,"Clark County, Nevada",923275,364659,0.3949624976307167
32005,"Douglas County, Nevada",24417,4888,0.20018839333251423
32007,"Elko County, Nevada",21838,6020,0.2756662698049272
32009,"Esmeralda County, Nevada",732,234,0.319672131147541
32011,"Eureka County, Nevada",997,137,0.1374122367101304
32013,"Humboldt County, Nevada",7671,2086,0.2719332551166732
32015,"Lander County, Nevada",2802,551,0.1966452533904354
32017,"Lincoln County, Nevada",2292,433,0.18891797556719023
32019,"Lyon County, Nevada",24582,5500,0.22374094866162234
32021,"Mineral County, Nevada",2403,491,0.20432792342904701
32023,"Nye County, Nevada",25017,5440,0.2174521325498661
32027,"Pershing County, Nevada",2297,509,0.22159338267305181
32029,"Storey County, Nevada",1934,51,0.026370217166494313
32031,"Washoe County, Nevada",208480,79749,0.38252590176515733
32033,"White Pine County, Nevada",4158,882,0.21212121212121213
32510,"Carson City, Nevada",24633,8905,0.3615069216092234
33001,"Belknap County, New Hampshire",38478,5945,0.15450387234263735
33003,"Carroll County, New Hampshire",39889,3994,0.10012785479706185
33005,"Cheshire County, New Hampshire",35706,8885,0.248837730353442
33007,"Coos County, New Hampshire",20570,3658,0.17783179387457462
33009,"Grafton County, New Hampshire",51191,10308,0.20136352093141371
33011,"Hillsborough County, New Hampshire",175630,54683,0.3113534134259523
33013,"Merrimack County, New Hampshire",65744,15698,0.23877464103188123
33015,"Rockingham County, New Hampshire",135585,26985,0.1990264409779843
33017,"Strafford County, New Hampshire",55672,16766,0.3011567753987642
33019,"Sullivan County, New Hampshire",21870,4249,0.19428440786465478
34001,"Atlantic County, New Jersey",131786,34262,0.25998209217974594
34003,"Bergen County, New Jersey",367059,122398,0.33345592942823904
34005,"Burlington County, New Jersey",184859,42140,0.22795752438344902
34007,"Camden County, New Jersey",212477,68721,0.32342794749549364
34009,"Cape May County, New Jersey",99525,9327,0.09371514694800301
34011,"Cumberland County, New Jersey",57143,17864,0.3126192184519539
34013,"Essex County, New Jersey",334136,173131,0.5181453061029042
34015,"Gloucester County, New Jersey",117041,22355,0.19100144393844892
34017,"Hudson County, New Jersey",311964,196523,0.6299540972676334
34019,"Hunterdon County, New Jersey",51684,7709,0.1491564120424116
34021,"Mercer County, New Jersey",150035,51914,0.3460125970606858
34023,"Middlesex County, New Jersey",314752,109162,0.3468190829605531
34025,"Monmouth County, New Jersey",268751,60646,0.22565869522345963
34027,"Morris County, New Jersey",197541,49591,0.2510415559301613
34029,"Ocean County, New Jersey",293899,48138,0.16379096220130043
34031,"Passaic County, New Jersey",184830,84382,0.4565384407293188
34033,"Salem County, New Jersey",27739,7270,0.2620858718771405
34035,"Somerset County, New Jersey",131989,31463,0.23837592526649948
34037,"Sussex County, New Jersey",62709,8587,0.13693409239503102
34039,"Union County, New Jersey",209928,84665,0.4033049426470028
34041,"Warren County, New Jersey",46493,12083,0.25988858537844406
35001,"Bernalillo County, New Mexico",299693,102954,0.34353154728338664
35003,"Catron County, New Mexico",3205,204,0.06365054602184088
35005,"Chaves County, New Mexico",26727,7592,0.2840573203127923
35006,"Cibola County, New Mexico",11141,2351,0.21102234987882595
35007,"Colfax County, New Mexico",9554,1570,0.1643290768264601
35009,"Curry County, New Mexico",21155,7536,0.3562278421177027
35011,"De Baca County, New Mexico",1154,239,0.207105719237435
35013,"Doña Ana County, New Mexico",90294,29456,0.3262232263494806
35015,"Eddy County, New Mexico",26261,6036,0.2298465404973154
35017,"Grant County, New Mexico",14625,3220,0.22017094017094016
35019,"Guadalupe County, New Mexico",2162,282,0.13043478260869565
35021,"Harding County, New Mexico",457,80,0.175054704595186
35023,"Hidalgo County, New Mexico",2215,457,0.20632054176072234
35025,"Lea County, New Mexico",27854,7700,0.27644144467580956
35027,"Lincoln County, New Mexico",17698,2031,0.1147587297999774
35028,"Los Alamos County, New Mexico",8631,2220,0.2572123740006952
35029,"Luna County, New Mexico",11514,2989,0.25959701233281224
35031,"McKinley County, New Mexico",25180,5879,0.2334789515488483
35033,"Mora County, New Mexico",3092,204,0.06597671410090557
35035,"Otero County, New Mexico",32244,8183,0.25378364967125666
35037,"Quay County, New Mexico",5491,1192,0.21708249863412857
35039,"Rio Arriba County, New Mexico",19616,2974,0.1516109298531811
35041,"Roosevelt County, New Mexico",8511,2778,0.32640112795206205
35043,"Sandoval County, New Mexico",58915,10409,0.17667826529746244
35045,"San Juan County, New Mexico",48050,12171,0.25329864724245577
35047,"San Miguel County, New Mexico",14860,3289,0.22133243606998654
35049,"Santa Fe County, New Mexico",76714,19336,0.25205308027217976
35051,"Sierra County, New Mexico",8115,1415,0.17436845348120764
35053,"Socorro County, New Mexico",7621,1241,0.16283952237239208
35055,"Taos County, New Mexico",20950,2676,0.1277326968973747
35057,"Torrance County, New Mexico",7230,941,0.1301521438450899
35059,"Union County, New Mexico",2091,511,0.24438067910090866
35061,"Valencia County, New Mexico",30129,4557,0.15124962660559593
36001,"Albany County, New York",146137,57468,0.39324743220402775
36003,"Allegany County, New York",23636,3229,0.13661364020984937
36005,"Bronx County, New York",547816,420500,0.7675934985469574
36007,"Broome County, New York",92596,28591,0.3087714372111106
36009,"Cattaraugus County, New York",40254,8271,0.20547026382471306
36011,"Cayuga County, New York",36701,9267,0.25249993188196507
36013,"Chautauqua County, New York",66350,16514,0.24889223813112282
36015,"Chemung County, New York",39035,10978,0.28123478929166135
36017,"Chenango County, New York",24384,4716,0.1934055118110236
36019,"Clinton County, New York",37309,10109,0.2709533892626444
36021,"Columbia County, New York",33292,6432,0.19319956746365494
36023,"Cortland County, New York",20803,6301,0.3028890063933087
36025,"Delaware County, New York",30092,4290,0.14256280739066862
36027,"Dutchess County, New York",122129,35542,0.2910201508241286
36029,"Erie County, New York",438630,141567,0.32274810204500376
36031,"Essex County, New York",25262,3621,0.14333781965006728
36033,"Franklin County, New York",25352,5510,0.2173398548437993
36035,"Fulton County, New York",28164,6838,0.2427922170146286
36037,"Genesee County, New York",26039,6497,0.24951034985982565
36039,"Greene County, New York",29007,4314,0.1487227221015617
36041,"Hamilton County, New York",7920,260,0.03282828282828283
36043,"Herkimer County, New York",32445,5920,0.1824626290645708
36045,"Jefferson County, New York",61573,20976,0.34066879963620417
36047,"Kings County, New York",1079551,695452,0.6442048592424072
36049,"Lewis County, New York",15501,2052,0.13237855622217923
36051,"Livingston County, New York",27150,5525,0.20349907918968693
36053,"Madison County, New York",30671,5612,0.1829741449577777
36055,"Monroe County, New York",336324,114395,0.34013332381869865
36057,"Montgomery County, New York",22924,5917,0.2581137672308498
36059,"Nassau County, New York",476982,82750,0.1734866305227451
36061,"New York County, New York",913058,584680,0.6403536248518714
36063,"Niagara County, New York",100182,26432,0.26383981154299174
36065,"Oneida County, New York",105054,29786,0.28353037485483656
36067,"Onondaga County, New York",211312,66886,0.31652722041341713
36069,"Ontario County, New York",52636,12947,0.2459723383235808
36071,"Orange County, New York",147158,43223,0.2937183163674418
36073,"Orleans County, New York",18244,3853,0.21119272089454066
36075,"Oswego County, New York",54570,12509,0.2292285138354407
36077,"Otsego County, New York",29965,5771,0.19259135658267978
36079,"Putnam County, New York",38323,5604,0.14623072306447826
36081,"Queens County, New York",896825,447709,0.4992155660245867
36083,"Rensselaer County, New York",74186,24581,0.33134284096729844
36085,"Richmond County, New York",183524,53338,0.29063228787515527
36087,"Rockland County, New York",108165,32544,0.30087366523367076
36089,"St. Lawrence County, New York",51780,11878,0.22939358825801467
36091,"Saratoga County, New York",110095,27500,0.24978427721513238
36093,"Schenectady County, New York",70843,23084,0.3258472961337041
36095,"Schoharie County, New York",16517,2773,0.1678876309257129
36097,"Schuyler County, New York",9671,1722,0.178058111880881
36099,"Seneca County, New York",16116,3740,0.2320675105485232
36101,"Steuben County, New York",47507,10685,0.2249142231671122
36103,"Suffolk County, New York",578977,92917,0.16048478609685704
36105,"Sullivan County, New York",49390,9235,0.1869811702773841
36107,"Tioga County, New York",21909,4491,0.20498425304669313
36109,"Tompkins County, New York",46728,19656,0.4206471494607088
36111,"Ulster County, New York",85916,22290,0.2594394524884771
36113,"Warren County, New York",40039,8746,0.21843702390169584
36115,"Washington County, New York",29063,6319,0.21742421635756803
36117,"Wayne County, New York",42274,7640,0.18072574159057578
36119,"Westchester County, New York",389146,138736,0.35651400759612073
36121,"Wyoming County, New York",18137,3695,0.20372718751722999
36123,"Yates County, New York",13113,2020,0.15404560359948144
37001,"Alamance County, North Carolina",74055,22883,0.30900006751738573
37003,"Alexander County, North Carolina",16035,2581,0.16096039912690988
37005,"Alleghany County, North Carolina",7726,962,0.12451462593838986
37007,"Anson County, North Carolina",9963,2694,0.2704004817825956
37009,"Ashe County, North Carolina",17026,2392,0.14049101374368614
37011,"Avery County, North Carolina",13915,1390,0.09989220265900108
37013,"Beaufort County, North Carolina",24299,5544,0.22815753734721594
37015,"Bertie County, North Carolina",9008,1751,0.19438277087033748
37017,"Bladen County, North Carolina",15348,3453,0.2249804534792807
37019,"Brunswick County, North Carolina",90454,9907,0.10952528356954916
37021,"Buncombe County, North Carolina",130081,36645,0.2817090889522682
37023,"Burke County, North Carolina",39773,8409,0.2114248359439821
37025,"Cabarrus County, North Carolina",88031,20767,0.23590553327804978
37027,"Caldwell County, North Carolina",37125,8173,0.22014814814814815
37029,"Camden County, North Carolina",4170,617,0.14796163069544366
37031,"Carteret County, North Carolina",51096,8240,0.16126506967277282
37033,"Caswell County, North Carolina",10493,2081,0.19832269131802155
37035,"Catawba County, North Carolina",71047,18659,0.2626289639252889
37037,"Chatham County, North Carolina",34190,6282,0.18373793506873354
37039,"Cherokee County, North Carolina",18006,2389,0.13267799622348106
37041,"Chowan County, North Carolina",7162,2216,0.3094107791119799
37043,"Clay County, North Carolina",7320,992,0.1355191256830601
37045,"Cleveland County, North Carolina",43782,11086,0.25320908135763553
37047,"Columbus County, North Carolina",23641,5608,0.2372150078253881
37049,"Craven County, North Carolina",47051,13156,0.2796114854094493
37051,"Cumberland County, North Carolina",142702,60025,0.4206318061414696
37053,"Currituck County, North Carolina",16219,1388,0.08557864233306615
37055,"Dare County, North Carolina",34493,3568,0.10344127794045169
37057,"Davidson County, North Carolina",74958,18579,0.24785880092851997
37059,"Davie County, North Carolina",18845,2912,0.15452374635181745
37061,"Duplin County, North Carolina",23865,6212,0.2602975068091347
37063,"Durham County, North Carolina",145518,60436,0.4153163182561608
37065,"Edgecombe County, North Carolina",23229,7372,0.31736191829179045
37067,"Forsyth County, North Carolina",171040,58296,0.34083255378858746
37069,"Franklin County, North Carolina",29764,6032,0.20266093267034002
37071,"Gaston County, North Carolina",98616,29808,0.30226332440983206
37073,"Gates County, North Carolina",4819,843,0.17493255862212076
37075,"Graham County, North Carolina",5272,638,0.12101669195751139
37077,"Granville County, North Carolina",24344,5056,0.20768977982254355
37079,"Greene County, North Carolina",7889,2238,0.28368614526555963
37081,"Guilford County, North Carolina",233332,86123,0.3691006805753176
37083,"Halifax County, North Carolina",24847,7351,0.2958506057069264
37085,"Harnett County, North Carolina",53252,15142,0.28434612784496355
37087,"Haywood County, North Carolina",35051,6674,0.1904082622464409
37089,"Henderson County, North Carolina",56744,12662,0.22314253489355704
37091,"Hertford County, North Carolina",9864,2891,0.2930859691808597
37093,"Hoke County, North Carolina",20322,5560,0.2735951185906899
37095,"Hyde County, North Carolina",2939,584,0.19870704321197685
37097,"Iredell County, North Carolina",79853,20476,0.2564211739070542
37099,"Jackson County, North Carolina",26967,6731,0.24960136463084512
37101,"Johnston County, North Carolina",85278,18556,0.21759422125284364
37103,"Jones County, North Carolina",4669,917,0.19640179910044978
37105,"Lee County, North Carolina",26560,8344,0.3141566265060241
37107,"Lenoir County, North Carolina",26681,9333,0.3497994827780068
37109,"Lincoln County, North Carolina",37715,7479,0.19830306244199922
37111,"McDowell County, North Carolina",21328,4833,0.22660352588147037
37113,"Macon County, North Carolina",26929,4551,0.1689999628653125
37115,"Madison County, North Carolina",11092,1959,0.176613775694194
37117,"Martin County, North Carolina",11108,3120,0.28087864602088586
37119,"Mecklenburg County, North Carolina",481307,197065,0.40943721990330495
37121,"Mitchell County, North Carolina",8665,1331,0.1536064627813041
37123,"Montgomery County, North Carolina",14926,2687,0.1800214390995578
37125,"Moore County, North Carolina",48595,9555,0.19662516719827142
37127,"Nash County, North Carolina",43320,13255,0.3059787626962142
37129,"New Hanover County, North Carolina",114625,40451,0.35289858233369686
37131,"Northampton County, North Carolina",10652,2103,0.1974277131055201
37133,"Onslow County, North Carolina",84531,29164,0.34500952313352495
37135,"Orange County, North Carolina",61213,19595,0.3201117409700554
37137,"Pamlico County, North Carolina",7206,945,0.1311407160699417
37139,"Pasquotank County, North Carolina",17445,5520,0.3164230438521066
37141,"Pender County, North Carolina",30283,4115,0.13588481986593137
37143,"Perquimans County, North Carolina",6906,1303,0.18867651317694759
37145,"Person County, North Carolina",18372,3612,0.19660352710646636
37147,"Pitt County, North Carolina",80763,35193,0.43575647264217526
37149,"Polk County, North Carolina",10881,2004,0.1841742486903777
37151,"Randolph County, North Carolina",62249,14657,0.23545759771241306
37153,"Richmond County, North Carolina",19768,5776,0.29218939700526103
37155,"Robeson County, North Carolina",48811,14628,0.29968654606543604
37157,"Rockingham County, North Carolina",43586,11095,0.25455421465608224
37159,"Rowan County, North Carolina",63508,16562,0.2607860427032815
37161,"Rutherford County, North Carolina",32640,7002,0.2145220588235294
37163,"Sampson County, North Carolina",25685,5732,0.22316527155927585
37165,"Scotland County, North Carolina",14422,4915,0.3407987796422133
37167,"Stanly County, North Carolina",27802,5976,0.21494856485144953
37169,"Stokes County, North Carolina",21285,4213,0.1979328165374677
37171,"Surry County, North Carolina",33549,7885,0.23502936004053773
37173,"Swain County, North Carolina",8451,1549,0.18329191811619927
37175,"Transylvania County, North Carolina",19072,3426,0.17963506711409397
37177,"Tyrrell County, North Carolina",1845,340,0.1842818428184282
37179,"Union County, North Carolina",84798,14019,0.16532229533715417
37181,"Vance County, North Carolina",19392,6605,0.34060437293729373
37183,"Wake County, North Carolina",466760,153555,0.3289806324449396
37185,"Warren County, North Carolina",11438,2272,0.1986361251967127
37187,"Washington County, North Carolina",6061,1537,0.2535885167464115
37189,"Watauga County, North Carolina",32783,8272,0.2523259006192234
37191,"Wayne County, North Carolina",52882,18151,0.34323588366551944
37193,"Wilkes County, North Carolina",31743,7357,0.23176763380902876
37195,"Wilson County, North Carolina",36429,13081,0.35908205001509785
37197,"Yadkin County, North Carolina",17065,3505,0.20539115147963669
37199,"Yancey County, North Carolina",11266,1697,0.15063021480560979
38001,"Adams County, North Dakota",1337,263,0.19670905011219147
38003,"Barnes County, North Dakota",5693,1249,0.21939223607939576
38005,"Benson County, North Dakota",2574,528,0.20512820512820512
38007,"Billings County, North Dakota",493,83,0.16835699797160245
38009,"Bottineau County, North Dakota",3976,501,0.12600603621730383
38011,"Bowman County, North Dakota",1645,249,0.1513677811550152
38013,"Burke County, North Dakota",1413,168,0.11889596602972399
38015,"Burleigh County, North Dakota",42968,11399,0.26529044870601376
38017,"Cass County, North Dakota",85944,37895,0.4409266499115703
38019,"Cavalier County, North Dakota",2114,262,0.1239356669820246
38021,"Dickey County, North Dakota",2398,426,0.17764804003336113
38023,"Divide County, North Dakota",1375,259,0.18836363636363637
38025,"Dunn County, North Dakota",2178,430,0.19742883379247014
38027,"Eddy County, North Dakota",1274,329,0.25824175824175827
38029,"Emmons County, North Dakota",2046,289,0.1412512218963832
38031,"Foster County, North Dakota",1773,324,0.18274111675126903
38033,"Golden Valley County, North Dakota",930,170,0.1827956989247312
38035,"Grand Forks County, North Dakota",33567,15015,0.4473143265707391
38037,"Grant County, North Dakota",1675,146,0.08716417910447762
38039,"Griggs County, North Dakota",1377,168,0.12200435729847495
38041,"Hettinger County, North Dakota",1423,236,0.16584680252986647
38043,"Kidder County, North Dakota",1648,285,0.1729368932038835
38045,"LaMoure County, North Dakota",2077,265,0.12758786711603273
38047,"Logan County, North Dakota",1078,130,0.12059369202226346
38049,"McHenry County, North Dakota",2837,419,0.14769122312301727
38051,"McIntosh County, North Dakota",1701,263,0.15461493239271018
38053,"McKenzie County, North Dakota",7639,2329,0.3048828380678099
38055,"McLean County, North Dakota",5759,713,0.12380621635700642
38057,"Mercer County, North Dakota",4667,573,0.12277694450396401
38059,"Morton County, North Dakota",15184,3506,0.2309009483667018
38061,"Mountrail County, North Dakota",5045,1394,0.2763131813676908
38063,"Nelson County, North Dakota",1803,323,0.17914586799778148
38065,"Oliver County, North Dakota",908,88,0.09691629955947137
38067,"Pembina County, North Dakota",3526,759,0.21525808281338626
38069,"Pierce County, North Dakota",2033,335,0.1647811116576488
38071,"Ramsey County, North Dakota",5857,1912,0.32644698651186616
38073,"Ransom County, North Dakota",2552,601,0.23550156739811912
38075,"Renville County, North Dakota",1253,141,0.11252992817238627
38077,"Richland County, North Dakota",7537,2086,0.27676794480562555
38079,"Rolette County, North Dakota",4650,1244,0.2675268817204301
38081,"Sargent County, North Dakota",2006,459,0.2288135593220339
38083,"Sheridan County, North Dakota",817,110,0.1346389228886169
38085,"Sioux County, North Dakota",1275,592,0.46431372549019606
38087,"Slope County, North Dakota",464,34,0.07327586206896551
38089,"Stark County, North Dakota",15366,4717,0.306976441494208
38091,"Steele County, North Dakota",1114,162,0.14542190305206462
38093,"Stutsman County, North Dakota",10389,3213,0.3092694195784002
38095,"Towner County, North Dakota",1319,234,0.177407126611069
38097,"Traill County, North Dakota",3674,886,0.24115405552531302
38099,"Walsh County, North Dakota",5219,976,0.18700900555662003
38101,"Ward County, North Dakota",32297,11001,0.34061987181471964
