"pha_code","pha_name","year","total_vouchers","under_lease","issued_not_leased","port_in","unp","rnp","hap_total","success_rate","utilization_rate","reserve_balance","cost_per_voucher","port_in_rate"
"AL105","Housing Authority of the City of Talladega, AL","2024",516.25,514.083333333333,0,3.5,743447.166666667,-14081.4166666667,257910.666666667,1,0.995803066989508,729365.75,501.690387420976,0.00680823472199708
"AL105","Housing Authority of the City of Talladega, AL","2025",520.666666666667,507,0,5.33333333333333,-13467.3333333333,731044.666666667,274761.333333333,1,0.973751600512164,717577.333333333,541.935568704799,0.0105193951347797
"AL107","HA ELBA","2022",94.5,93.25,10.5,0,74813.9166666667,22576.5833333333,31520.5833333333,0.898795180722892,0.986772486772487,97390.5,338.022341376229,0
"AL107","HA ELBA","2023",94.8333333333333,95.1666666666667,13.3333333333333,0,101968.166666667,7840.58333333333,34272.9166666667,0.877112135176651,1.00351493848858,109808.75,360.135726795096,0
"AL107","HA ELBA","2024",93.0833333333333,93.5,24.0833333333333,0,133871.75,-1301.08333333333,38871.9166666667,0.795180722891566,1.00447627573859,132570.666666667,415.742424242424,0
"AL107","HA ELBA","2025",104.666666666667,105.666666666667,23,0,-40925,148593.333333333,56545.3333333333,0.821243523316062,1.00955414012739,107668.333333333,535.129337539432,0
"AL112","HA OPP","2022",97.5,96.9166666666667,0,5.08333333333333,134475,6858.83333333333,32440.25,1,0.994017094017094,141333.833333333,334.723129836629,0.0524505588993981
"AL112","HA OPP","2023",100.666666666667,100,0.25,5.75,153480.333333333,4853.91666666667,33589.3333333333,0.997506234413965,0.993377483443709,158334.25,335.893333333333,0.0575
"AL112","HA OPP","2024",104.5,103.833333333333,0.166666666666667,7,148503.75,-4652.41666666667,37375.3333333333,0.998397435897436,0.993620414673046,143851.333333333,359.955056179775,0.0674157303370786
"AL112","HA OPP","2025",105,104.333333333333,0,3.66666666666667,-9731.33333333333,131238.333333333,39826,1,0.993650793650794,121507,381.718849840256,0.0351437699680511
"AL114","LINEVILLE HOUSING AUTHORITY","2022",44.5833333333333,44.5833333333333,0,0,104534.916666667,1088.66666666667,12601.75,1,1,105623.583333333,282.656074766355,0
"AL114","LINEVILLE HOUSING AUTHORITY","2023",43.3333333333333,43.3333333333333,0,0,120972.75,2553.75,14099.8333333333,1,1,123526.5,325.380769230769,0
"AL114","LINEVILLE HOUSING AUTHORITY","2024",42.4166666666667,42.4166666666667,0,0,144665.083333333,10130.4166666667,14814.75,1,1,154795.5,349.267190569745,0
"AL114","LINEVILLE HOUSING AUTHORITY","2025",46,46,0,0,24015.3333333333,159247,16018.6666666667,1,1,183262.333333333,348.231884057971,0
"AL115","ENTERPRISE HOUSING AUTHORITY","2022",149.666666666667,148.916666666667,16.8333333333333,0,24041.1666666667,27522.5,53780.5,0.898441427853192,0.994988864142539,51563.6666666667,361.144935646335,0
"AL115","ENTERPRISE HOUSING AUTHORITY","2023",154.083333333333,154.833333333333,19.0833333333333,0,58632.4166666667,-6131.33333333333,64267,0.890273119310014,1.00486749594375,52501.0833333333,415.072120559742,0
"AL115","ENTERPRISE HOUSING AUTHORITY","2024",160.833333333333,160.416666666667,4.16666666666667,0.75,80889.6666666667,-19761,80559.25,0.974683544303798,0.99740932642487,61128.6666666667,502.187532467532,0.00467532467532468
